

=== Predictions on test data ===

    inst#     actual  predicted error prediction
      721        1:?   1:lncRNA       0.825 
      722        1:?   1:lncRNA       0.852 
      723        1:?   1:lncRNA       0.825 
      724        1:?   1:lncRNA       0.763 
      725        1:?   1:lncRNA       0.852 
      726        1:?   1:lncRNA       0.763 
      727        1:?   1:lncRNA       0.852 
      728        1:?   1:lncRNA       0.763 
      729        1:?   1:lncRNA       0.852 
      730        1:?   1:lncRNA       0.852 
      731        1:?   1:lncRNA       0.852 
      732        1:?   1:lncRNA       0.852 
      733        1:?   1:lncRNA       0.852 
      734        1:?     2:mRNA       0.596 
      735        1:?     2:mRNA       0.596 
      736        1:?   1:lncRNA       0.863 
      737        1:?   1:lncRNA       0.782 
      738        1:?   1:lncRNA       0.852 
      739        1:?     2:mRNA       1 
      740        1:?     2:mRNA       0.596 
      741        1:?   1:lncRNA       0.852 
      742        1:?   1:lncRNA       0.697 
      743        1:?     2:mRNA       1 
      744        1:?   1:lncRNA       0.863 
      745        1:?   1:lncRNA       0.782 
      746        1:?   1:lncRNA       0.852 
      747        1:?   1:lncRNA       0.863 
      748        1:?     2:mRNA       1 
      749        1:?   1:lncRNA       0.863 
      750        1:?   1:lncRNA       0.863 
      751        1:?   1:lncRNA       0.863 
      752        1:?   1:lncRNA       0.863 
      753        1:?   1:lncRNA       0.782 
      754        1:?     2:mRNA       1 
      755        1:?     2:mRNA       1 
      756        1:?   1:lncRNA       0.863 
      757        1:?   1:lncRNA       0.863 
      758        1:?     2:mRNA       1 
      759        1:?   1:lncRNA       0.852 
      760        1:?   1:lncRNA       0.852 
      761        1:?   1:lncRNA       0.852 
      762        1:?     2:mRNA       1 
      763        1:?   1:lncRNA       0.782 
      764        1:?     2:mRNA       1 
      765        1:?     2:mRNA       1 
      766        1:?     2:mRNA       1 
      767        1:?     2:mRNA       1 
      768        1:?   1:lncRNA       0.852 
      769        1:?   1:lncRNA       0.852 
      770        1:?   1:lncRNA       0.852 
      771        1:?   1:lncRNA       0.852 
      772        1:?   1:lncRNA       0.863 
      773        1:?   1:lncRNA       0.782 
      774        1:?     2:mRNA       1 
      775        1:?     2:mRNA       1 
      776        1:?     2:mRNA       1 
      777        1:?     2:mRNA       1 
      778        1:?   1:lncRNA       0.863 
      779        1:?   1:lncRNA       0.852 
      780        1:?   1:lncRNA       0.852 
      781        1:?   1:lncRNA       0.782 
      782        1:?   1:lncRNA       0.782 
      783        1:?   1:lncRNA       0.863 
      784        1:?   1:lncRNA       0.852 
      785        1:?   1:lncRNA       0.863 
      786        1:?   1:lncRNA       0.852 
      787        1:?   1:lncRNA       0.852 
      788        1:?   1:lncRNA       0.863 
      789        1:?   1:lncRNA       0.863 
      790        1:?   1:lncRNA       0.863 
      791        1:?     2:mRNA       1 
      792        1:?     2:mRNA       1 
      793        1:?     2:mRNA       0.596 
      794        1:?   1:lncRNA       0.852 
      795        1:?   1:lncRNA       0.852 
      796        1:?   1:lncRNA       0.852 
      797        1:?   1:lncRNA       0.852 
      798        1:?   1:lncRNA       0.852 
      799        1:?   1:lncRNA       0.852 
      800        1:?   1:lncRNA       0.852 
      801        1:?   1:lncRNA       0.852 
      802        1:?     2:mRNA       1 
      803        1:?     2:mRNA       0.596 
      804        1:?     2:mRNA       0.596 
      805        1:?     2:mRNA       1 
      806        1:?   1:lncRNA       0.929 
      807        1:?   1:lncRNA       0.852 
      808        1:?   1:lncRNA       0.863 
      809        1:?   1:lncRNA       0.863 
      810        1:?     2:mRNA       1 
      811        1:?     2:mRNA       1 
      812        1:?     2:mRNA       1 
      813        1:?     2:mRNA       1 
      814        1:?   1:lncRNA       0.863 
      815        1:?   1:lncRNA       0.782 
      816        1:?   1:lncRNA       0.852 
      817        1:?   1:lncRNA       0.852 
      818        1:?   1:lncRNA       0.852 
      819        1:?   1:lncRNA       0.852 
      820        1:?   1:lncRNA       0.852 
      821        1:?   1:lncRNA       0.852 
      822        1:?   1:lncRNA       0.929 
      823        1:?   1:lncRNA       0.763 
      824        1:?     2:mRNA       1 
      825        1:?     2:mRNA       1 
      826        1:?   1:lncRNA       0.852 
      827        1:?     2:mRNA       1 
      828        1:?   1:lncRNA       0.863 
      829        1:?   1:lncRNA       0.852 
      830        1:?   1:lncRNA       0.852 
      831        1:?     2:mRNA       0.596 
      832        1:?     2:mRNA       0.596 
      833        1:?     2:mRNA       0.596 
      834        1:?     2:mRNA       0.596 
      835        1:?     2:mRNA       0.596 
      836        1:?     2:mRNA       0.596 
      837        1:?     2:mRNA       0.596 
      838        1:?     2:mRNA       0.596 
      839        1:?   1:lncRNA       0.782 
      840        1:?   1:lncRNA       0.863 
      841        1:?   1:lncRNA       0.863 
      842        1:?   1:lncRNA       0.852 
      843        1:?   1:lncRNA       0.863 
      844        1:?   1:lncRNA       0.863 
      845        1:?   1:lncRNA       0.852 
      846        1:?   1:lncRNA       0.852 
      847        1:?     2:mRNA       0.596 
      848        1:?   1:lncRNA       0.852 
      849        1:?   1:lncRNA       0.852 
      850        1:?   1:lncRNA       0.863 
      851        1:?   1:lncRNA       0.852 
      852        1:?   1:lncRNA       0.852 
      853        1:?   1:lncRNA       0.852 
      854        1:?   1:lncRNA       0.863 
      855        1:?   1:lncRNA       0.863 
      856        1:?   1:lncRNA       0.863 
      857        1:?   1:lncRNA       0.852 
      858        1:?     2:mRNA       1 
      859        1:?   1:lncRNA       0.852 
      860        1:?   1:lncRNA       0.863 
      861        1:?   1:lncRNA       0.852 
      862        1:?   1:lncRNA       0.863 
      863        1:?   1:lncRNA       0.863 
      864        1:?   1:lncRNA       0.852 
      865        1:?   1:lncRNA       0.852 
      866        1:?   1:lncRNA       0.863 
      867        1:?   1:lncRNA       0.782 
      868        1:?     2:mRNA       1 
      869        1:?     2:mRNA       1 
      870        1:?   1:lncRNA       0.863 
      871        1:?   1:lncRNA       0.863 
      872        1:?   1:lncRNA       0.852 
      873        1:?   1:lncRNA       0.852 
      874        1:?   1:lncRNA       0.852 
      875        1:?   1:lncRNA       0.852 
      876        1:?   1:lncRNA       0.852 
      877        1:?   1:lncRNA       0.76 
      878        1:?   1:lncRNA       0.76 
      879        1:?   1:lncRNA       0.863 
      880        1:?     2:mRNA       1 
      881        1:?   1:lncRNA       0.863 
      882        1:?   1:lncRNA       0.863 
      883        1:?   1:lncRNA       0.782 
      884        1:?   1:lncRNA       0.863 
      885        1:?   1:lncRNA       0.782 
      886        1:?   1:lncRNA       0.697 
      887        1:?   1:lncRNA       0.697 
      888        1:?     2:mRNA       1 
      889        1:?     2:mRNA       1 
      890        1:?     2:mRNA       0.596 
      891        1:?     2:mRNA       0.596 
      892        1:?   1:lncRNA       0.782 
      893        1:?   1:lncRNA       0.782 
      894        1:?   1:lncRNA       0.782 
      895        1:?     2:mRNA       0.596 
      896        1:?   1:lncRNA       0.863 
      897        1:?   1:lncRNA       0.863 
      898        1:?   1:lncRNA       0.782 
      899        1:?   1:lncRNA       0.782 
      900        1:?   1:lncRNA       0.852 
      901        1:?   1:lncRNA       0.782 
      902        1:?   1:lncRNA       0.863 
      903        1:?   1:lncRNA       0.863 
      904        1:?     2:mRNA       1 
      905        1:?   1:lncRNA       0.863 
      906        1:?   1:lncRNA       0.852 
      907        1:?   1:lncRNA       0.852 
      908        1:?   1:lncRNA       0.782 
      909        1:?   1:lncRNA       0.852 
      910        1:?   1:lncRNA       0.782 
      911        1:?   1:lncRNA       0.863 
      912        1:?   1:lncRNA       0.863 
      913        1:?   1:lncRNA       0.863 
      914        1:?   1:lncRNA       0.852 
      915        1:?   1:lncRNA       0.852 
      916        1:?   1:lncRNA       0.852 
      917        1:?   1:lncRNA       0.852 
      918        1:?   1:lncRNA       0.852 
      919        1:?   1:lncRNA       0.852 
      920        1:?   1:lncRNA       0.863 
      921        1:?   1:lncRNA       0.782 
      922        1:?     2:mRNA       1 
      923        1:?   1:lncRNA       0.852 
      924        1:?   1:lncRNA       0.852 
      925        1:?   1:lncRNA       0.863 
      926        1:?   1:lncRNA       0.852 
      927        1:?   1:lncRNA       0.852 
      928        1:?   1:lncRNA       0.852 
      929        1:?   1:lncRNA       0.852 
      930        1:?     2:mRNA       1 
      931        1:?   1:lncRNA       0.863 
      932        1:?     2:mRNA       1 
      933        1:?   1:lncRNA       0.863 
      934        1:?   1:lncRNA       0.825 
      935        1:?   1:lncRNA       0.852 
      936        1:?   1:lncRNA       0.863 
      937        1:?     2:mRNA       1 
      938        1:?     2:mRNA       1 
      939        1:?   1:lncRNA       0.782 
      940        1:?   1:lncRNA       0.782 
      941        1:?   1:lncRNA       0.863 
      942        1:?   1:lncRNA       0.852 
      943        1:?     2:mRNA       1 
      944        1:?   1:lncRNA       0.863 
      945        1:?     2:mRNA       1 
      946        1:?   1:lncRNA       0.852 
      947        1:?   1:lncRNA       0.852 
      948        1:?     2:mRNA       1 
      949        1:?   1:lncRNA       0.863 
      950        1:?   1:lncRNA       0.863 
      951        1:?   1:lncRNA       0.863 
      952        1:?   1:lncRNA       0.782 
      953        1:?   1:lncRNA       0.852 
      954        1:?   1:lncRNA       0.852 
      955        1:?   1:lncRNA       0.852 
      956        1:?   1:lncRNA       0.852 
      957        1:?   1:lncRNA       0.852 
      958        1:?   1:lncRNA       0.863 
      959        1:?   1:lncRNA       0.852 
      960        1:?     2:mRNA       1 
      961        1:?   1:lncRNA       0.852 
      962        1:?   1:lncRNA       0.852 
      963        1:?   1:lncRNA       0.852 
      964        1:?   1:lncRNA       0.852 
      965        1:?   1:lncRNA       0.852 
      966        1:?   1:lncRNA       0.863 
      967        1:?     2:mRNA       1 
      968        1:?   1:lncRNA       0.852 
      969        1:?     2:mRNA       1 
      970        1:?   1:lncRNA       0.852 
      971        1:?   1:lncRNA       0.852 
      972        1:?     2:mRNA       1 
      973        1:?     2:mRNA       1 
      974        1:?   1:lncRNA       0.852 
      975        1:?   1:lncRNA       0.852 
      976        1:?   1:lncRNA       0.782 
      977        1:?   1:lncRNA       0.852 
      978        1:?     2:mRNA       1 
      979        1:?   1:lncRNA       0.852 
      980        1:?   1:lncRNA       0.852 
      981        1:?   1:lncRNA       0.852 
      982        1:?   1:lncRNA       0.852 
      983        1:?   1:lncRNA       0.852 
      984        1:?   1:lncRNA       0.852 
      985        1:?   1:lncRNA       0.852 
      986        1:?   1:lncRNA       0.852 
      987        1:?   1:lncRNA       0.852 
      988        1:?   1:lncRNA       0.863 
      989        1:?   1:lncRNA       0.852 
      990        1:?   1:lncRNA       0.852 
      991        1:?     2:mRNA       0.596 
      992        1:?     2:mRNA       0.596 
      993        1:?     2:mRNA       0.596 
      994        1:?     2:mRNA       0.596 
      995        1:?   1:lncRNA       0.863 
      996        1:?   1:lncRNA       0.852 
      997        1:?   1:lncRNA       0.852 
      998        1:?   1:lncRNA       0.852 
      999        1:?     2:mRNA       0.596 
     1000        1:?   1:lncRNA       0.852 
     1001        1:?     2:mRNA       1 
     1002        1:?     2:mRNA       0.596 
     1003        1:?     2:mRNA       0.596 
     1004        1:?     2:mRNA       0.596 
     1005        1:?   1:lncRNA       0.863 
     1006        1:?     2:mRNA       1 
     1007        1:?     2:mRNA       1 
     1008        1:?     2:mRNA       1 
     1009        1:?   1:lncRNA       0.852 
     1010        1:?   1:lncRNA       0.852 
     1011        1:?     2:mRNA       1 
     1012        1:?     2:mRNA       1 
     1013        1:?   1:lncRNA       0.852 
     1014        1:?   1:lncRNA       0.825 
     1015        1:?   1:lncRNA       0.863 
     1016        1:?   1:lncRNA       0.697 
     1017        1:?   1:lncRNA       0.782 
